id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
615733191317703651,Richmond Terrace Studio,65192629,Hopewell,,Clifton,51.45497,-2.61515,Entire home/apt,108,1,0,,,157,261,0,
615920072545046836,1 Bed Flat Totterdown Convenient For City & T'port,88730578,Susan,,Lawrence Hill,51.44338,-2.57306,Entire home/apt,75,21,2,2022-08-13,1.20,1,31,2,
616032814163632500,"Cozy!! Newly refurbished 2-bed Apt, Bristol, UK",311765902,Lloyd,,Eastville,51.466896,-2.530182,Entire home/apt,127,2,9,2022-07-29,2.20,2,340,9,
617738587404835833,Modern 1 bedroom flat in vibrant Bristol locale,222909526,Arti,,Southville,51.44123,-2.60815,Entire home/apt,61,1,25,2022-09-19,6.36,1,322,25,
617743769970687485,Cosy 3 bedroom Home ~  nr City ~ Free Parking!!,90277804,Marsha,,Avonmouth & Lawrence Weston,51.48921,-2.65236,Entire home/apt,181,2,6,2022-09-04,1.46,1,16,6,
617842821610641687,Lovely 2 bedroom home with office/3rd bedroon,101023230,Arusha,,Brislington West,51.44434,-2.55248,Entire home/apt,150,7,0,,,1,142,0,
618029467673436279,"Large contemporary harbourside townhouse, Bristol",132848267,Rich,,Southville,51.443447,-2.601377,Entire home/apt,220,4,0,,,1,76,0,
618390772550365934,"Double bedroom with en suite, balcony and parking",416234980,Matthew,,Bishopston & Ashley Down,51.47766,-2.58158,Private room,75,1,9,2022-07-17,1.97,1,0,9,
618733175748422749,Colourful 2 bedroom townhouse near city centre,5329066,Ellie,,Lawrence Hill,51.45551,-2.56744,Entire home/apt,150,2,3,2022-07-25,0.78,1,356,3,
618776339635295348,Colourful 1 bedroom B&B with free parking.,372384080,Mala Clare,,Lawrence Hill,51.46534,-2.56645,Private room,50,2,1,2022-07-24,0.50,2,0,1,
619201273621053645,Cosy room in a stylish house in central location.,24726250,Lucy,,Southville,51.44268,-2.59909,Private room,60,2,0,,,2,25,0,
619321385699642161,Luxury and stylish flat in Ashley Gardens,90043207,Damian,,Ashley,51.465557,-2.582487,Entire home/apt,96,2,30,2022-09-18,6.57,2,15,30,
619355860115894259,"Modern 2 bedroom house, private parking & garden",457419884,Jodie,,Henbury & Brentry,51.5334047,-2.5808614,Entire home/apt,132,2,4,2022-09-04,3.53,1,341,4,
619530342342969448,Large 1bed office free street parking living room,351355669,Kessie,,Ashley,51.47028,-2.59118,Entire home/apt,93,2,12,2022-09-04,2.90,1,53,12,
619597928487371833,1 Bed Flat between Clifton and Harbourside,3376520,Harry,,Hotwells & Harbourside,51.45001,-2.6155,Entire home/apt,51,15,0,,,1,0,0,
620014477538369459,Lovely 2-Bedroom Bristol Apartment. FREE PARKING.,181924088,Guy,,Henbury & Brentry,51.51667,-2.57113,Entire home/apt,153,2,0,,,5,145,0,
620097774647226936,Amazing 1bed apartment with incredible city views!,26585384,Ben,,Central,51.4622,-2.5925,Entire home/apt,145,2,1,2022-05-29,0.26,1,0,1,
620171315472725851,Short Stay Bristol - Foster House,90684209,Neil,,Easton,51.46913,-2.56196,Entire home/apt,139,1,12,2022-09-19,2.73,17,349,12,
620262712445653113,Comfortable 2 Bedroom Flat Overlooking the park,152788806,Pass The Property,,Windmill Hill,51.43669,-2.5865,Entire home/apt,165,2,5,2022-08-17,1.27,22,78,5,
620833968923968210,Lovely 1 Bedroom Apartment with Patio,457736555,Urban Creation,,Central,51.45883,-2.60823,Entire home/apt,135,2,0,,,1,141,0,
620878891400611280,Professional Double room.,21485630,Lisel,,Frome Vale,51.488468,-2.496103,Private room,45,1,3,2022-07-17,0.83,2,1,3,
620879876210588277,Large 3 bedroom house with drive way and garden.,144799406,Katreen,,Stockwood,51.41456,-2.54427,Private room,73,1,2,2022-09-04,0.46,1,362,2,
621389559362169104,Beautiful 3 bed townhouse in Greenbank,2060517,Rachael,,Easton,51.46746,-2.55903,Entire home/apt,150,5,1,2022-08-28,1,1,102,1,
621464047496732595,Spacious en-suite Room in Large Clifton Appartment,6043515,Aonghus,,Clifton Down,51.46741,-2.61688,Private room,75,1,9,2022-07-31,2.06,3,263,9,
621482837624290033,Redland Suites - Apartment 2,236481623,Mairead,,Clifton Down,51.46889,-2.61114,Entire home/apt,112,2,7,2022-09-19,1.93,31,353,7,
621760968730119614,Small spare room (double bed & Tv) clean house.,242461193,Amanda,,Lockleaze,51.50907,-2.54164,Private room,40,1,40,2022-09-18,9.02,1,312,40,
622245185348876421,Perfect home from home,126944043,Aaron,,Lockleaze,51.5164,-2.53195,Private room,55,3,1,2022-06-29,0.35,4,263,1,
622264997607495762,"Beautiful 1 bed flat with balcony, Bristol Harbour",106809004,Emin,,Central,51.44684,-2.59844,Entire home/apt,130,3,5,2022-08-29,1.29,1,4,5,
622697202853170291,"Large, bright 4-bedroom family home with garden",40970859,Kate,,Knowle,51.43745,-2.56862,Entire home/apt,221,2,6,2022-09-04,1.55,1,88,6,
623074371494074621,Park-view 2 bed apartment with free parking,130380675,Joanne,,St George West,51.46078,-2.5468,Entire home/apt,100,3,2,2022-08-14,1.00,2,264,2,
623730808147255038,"Fantastic Bristol! 
Long or short stays welcome.",360171447,Irene,,Eastville,51.47265,-2.55139,Entire home/apt,90,2,4,2022-09-16,2.22,1,359,4,
623775157373946953,Cotham - The Stables,236481623,Mairead,,Cotham,51.46747,-2.59487,Entire home/apt,100,2,11,2022-09-17,2.68,31,358,11,
624423876850085279,Cosy 1 bedroom garden flat,379720336,Tesha,,Frome Vale,51.48474,-2.52033,Entire home/apt,109,1,5,2022-08-27,1.58,1,325,5,
624447896373805398,Royal York Crescent apartment with view of Bristol,24156396,Simon,,Clifton,51.45352,-2.62164,Entire home/apt,189,2,8,2022-09-04,2.07,1,240,8,
625195411744314707,Beautiful studio apartment in central Bristol,458743670,Accommodation,,Cotham,51.46203,-2.59584,Entire home/apt,120,1,4,2022-08-14,1.36,1,351,4,
625224120311432249,4 Berkeley Square - Super King Studio,434218847,Your,,Hotwells & Harbourside,51.45501,-2.60533,Entire home/apt,153,1,6,2022-09-05,1.55,28,360,6,
625225978132796921,4 Berkeley Sq – The Wine Cellar,434218847,Your,,Hotwells & Harbourside,51.45583,-2.60649,Entire home/apt,124,1,1,2022-05-22,0.24,28,342,1,
625250789579542260,4 Berkeley Sq – Double Studio (with WM) (2),434218847,Your,,Hotwells & Harbourside,51.4552,-2.60554,Entire home/apt,151,1,1,2022-06-18,0.31,28,329,1,
625253097533715817,4 Berkeley Sq – Double Room,434218847,Your,,Hotwells & Harbourside,51.45513,-2.60585,Entire home/apt,141,1,3,2022-06-19,0.69,28,358,3,
625269343229253754,Stunning studio apartment on Bristol harbourside,122725882,Aisha,,Central,51.452518,-2.596696,Entire home/apt,95,1,9,2022-09-08,2.73,1,161,9,
625273479846203115,4 Berkeley Sq – Single Room,434218847,Your,,Hotwells & Harbourside,51.45416,-2.60501,Entire home/apt,106,1,0,,,28,359,0,
625279426059137433,4 Berkeley Sq – Superior King,434218847,Your,,Hotwells & Harbourside,51.45585,-2.6055,Entire home/apt,170,1,2,2022-07-24,0.66,28,350,2,
625286615872370563,4 Berkeley Sq – The Courtyard,434218847,Your,,Hotwells & Harbourside,51.454807,-2.605918,Entire home/apt,151,1,1,2022-06-27,0.34,28,347,1,
625288001250723494,"4 Berkeley Sq - Square View, Super-King",434218847,Your,,Hotwells & Harbourside,51.454914,-2.606047,Entire home/apt,153,1,2,2022-06-19,0.49,28,347,2,
625295839607187593,4 Berkeley Sq – The Library,434218847,Your,,Hotwells & Harbourside,51.454727,-2.606111,Entire home/apt,153,1,3,2022-08-24,0.72,28,357,3,
625317792222251703,4 Berkeley Sq - The Loft,434218847,Your,,Hotwells & Harbourside,51.454845,-2.605939,Entire home/apt,145,1,11,2022-08-12,2.84,28,355,11,
625319591516237759,4 Berkeley Sq - The Loft (with ST),434218847,Your,,Hotwells & Harbourside,51.454727,-2.606111,Entire home/apt,145,1,3,2022-07-31,0.78,28,361,3,
625370622824539392,Room in peaceful & stylish Georgian apt in Clifton,5335820,Charlotte,,Clifton,51.45365,-2.61044,Private room,67,1,10,2022-08-15,2.63,2,15,10,
626068347498047892,2 Kingsize room/s & private shower in Bristol BS7,48244320,Anna,,Horfield,51.50353,-2.5788,Private room,61,1,12,2022-09-18,2.83,2,74,12,
626293130890070119,Montpelier Loft Apartment,1430085,Max,,Ashley,51.46683,-2.5812,Entire home/apt,95,2,8,2022-09-10,4.21,1,333,8,
626692885623073824,Comfortable room for Working Professional.,21485630,Lisel,,Frome Vale,51.4895,-2.49934,Private room,39,1,5,2022-07-16,1.19,2,357,5,
627508390688903962,3 bedroom house in vibrant Easton,31279172,Paul,,Easton,51.46688,-2.55856,Entire home/apt,135,4,1,2022-08-14,0.77,1,18,1,
627977386229414558,3 Bedroom home with architect designed interiors,78032238,Gabriela,,Westbury-on-Trym & Henleaze,51.48173,-2.60385,Entire home/apt,150,3,3,2022-08-15,1.64,1,78,3,
628086904681868005,North Street - 2 Bedroom Apartment - Hopewell,65192629,Hopewell,,Bedminster,51.43944,-2.60873,Entire home/apt,144,1,6,2022-06-24,1.53,157,47,6,
628090726520678972,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46074,-2.5944,Private room,1570,2,0,,,60,201,0,
628114867817807804,•♦Student Only - Stylish Studio in Bristol ♦•,129230780,STK Homes,,Central,51.45899,-2.59326,Private room,1570,2,0,,,60,201,0,
628184291360315390,"Spacious, 3 Bedroom House in Kingswood, Bristol",459394224,Lucy,,St George Central,51.46598,-2.49802,Entire home/apt,125,1,27,2022-09-03,6.53,1,343,27,
628588030872771143,Lovely 2 bedroom house and garden in friendly area,459493501,Luke,,Easton,51.465786,-2.55839,Entire home/apt,90,7,1,2022-07-03,0.37,1,149,1,
628792868525389158,Victorian Factory Apartment with 2 Bedrooms,181924088,Guy,,Southville,51.43879,-2.59999,Entire home/apt,170,2,2,2022-06-27,0.55,5,132,2,
628906580625623513,Scandi Gem of Bristol,152788806,Pass The Property,,Eastville,51.4747,-2.54987,Entire home/apt,173,2,4,2022-09-18,1.09,22,91,4,
629380745703878804,"Newly refurbished 2bed bungalow, Bristol, UK",459678188,Dele,,St George Central,51.464638,-2.536074,Entire home/apt,127,2,4,2022-08-27,1.03,1,345,4,
629520150786070349,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45549,-2.60111,Private room,1570,2,0,,,60,0,0,
629528508373760157,Malthouse in bohemian quarters of Bristol - King,377527129,Gemma,,Ashley,51.46845,-2.58237,Private room,55,27,3,2022-08-26,1.02,2,77,3,
629674420515294064,Spacious flat in the heart of Clifton Village.,63462285,Jo,,Clifton,51.454151,-2.618702,Entire home/apt,136,2,14,2022-09-19,4.00,1,274,14,
630123628620798581,"Luxury Lodge close to Suspension Bridge, hot tub",46838107,Adam And Amanda,,Stoke Bishop,51.45711,-2.64672,Entire home/apt,200,2,8,2022-09-18,2.35,1,158,8,
630129322827824603,Cosy 1-bed flat in Bristol city,26600501,Louisa,,St George West,51.46024,-2.54468,Entire home/apt,60,1,8,2022-09-11,2.03,1,263,8,
630140734724789127,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45333,-2.59925,Private room,1570,2,0,,,60,0,0,
630204053432744438,Ideal Cottage in Bristol - Hot-Tub - Games Room,152788806,Pass The Property,,Brislington West,51.44241,-2.55823,Entire home/apt,173,2,8,2022-08-05,2.14,22,99,8,
630393235582480606,Stylish Bristol House - Parking - Private Patio,152788806,Pass The Property,,Brislington West,51.43475,-2.5578,Entire home/apt,180,2,2,2022-07-24,0.55,22,87,2,
630804847114316166,"High spec Campervan, Uniquely built for Off-Grid",58381672,Beccy,,Eastville,51.47879,-2.5393,Entire home/apt,95,3,0,,,1,362,0,
630834278104588056,Wharncliffe House with Sunny Garden,65192629,Hopewell,,Hengrove & Whitchurch Park,51.41182,-2.56616,Entire home/apt,170,2,21,2022-09-11,5.68,157,66,21,
630927235136022514,"Bohemian & Spacious, Beautiful Garden + Balcony",460024969,Lucy,,Ashley,51.46888,-2.58278,Entire home/apt,204,2,10,2022-09-04,5.26,1,6,10,
631246920999297719,Immaculate 3-Bed House in Bristol BS9,439074505,TravelNest,,Avonmouth & Lawrence Weston,51.49671,-2.64906,Entire home/apt,100,1,0,,,2,364,0,
631535015918915756,Bright 2 bedroom Fishponds home with garden,336243283,Martha,,Eastville,51.47876,-2.54168,Entire home/apt,80,2,2,2022-08-29,0.74,1,0,2,
631580263654881740,Clifton 32 - Apartment 1 - Hopewell,65192629,Hopewell,,Clifton Down,51.45871,-2.60965,Entire home/apt,108,1,12,2022-09-09,3.56,157,116,12,
631580534328810937,Clifton 32 - Duplex Apartment - Hopewell,65192629,Hopewell,,Clifton Down,51.45879,-2.60917,Entire home/apt,191,1,12,2022-09-12,3.43,157,4,12,
631580674134182404,Clifton 32 - Garden Apartment with Hot Tub - Hopewell,65192629,Hopewell,,Clifton Down,51.45886,-2.61041,Entire home/apt,158,1,18,2022-09-16,4.70,157,84,18,
631638891671414767,Lovely 1-bedroom apartment (King or Twin) Clifton,455491152,Urban Creation,,Central,51.45776,-2.60871,Entire home/apt,175,2,0,,,2,362,0,
631647839337985000,Lovely 1-bed apartment with Sofa bed in Clifton,455491152,Urban Creation,,Central,51.45966,-2.60849,Entire home/apt,170,2,0,,,2,361,0,
631790931309571909,Stunning Studio Apartment in Clifton with parking,455459598,Urban Creation,,Clifton Down,51.46511,-2.61722,Entire home/apt,166,2,3,2022-09-18,1.91,1,363,3,
631843496627161537,Lovely top floor en-suite with great amenities,123778247,Umair,,Henbury & Brentry,51.5273,-2.58593,Private room,75,3,7,2022-09-16,1.81,1,18,7,
631845804845500681,Lovely 1-Bedroom Serviced Apartment in Clifton,455164677,Urban Creation,,Central,51.46004,-2.60864,Entire home/apt,236,2,0,,,5,363,0,
632976963943566909,"Stunning Junior Apartment, Clifton",455164677,Urban Creation,,Central,51.45948,-2.60852,Entire home/apt,194,2,0,,,5,348,0,
632979150029496864,"Amazing studio apartment in Clifton, Bristol",455164677,Urban Creation,,Clifton Down,51.45909,-2.60987,Entire home/apt,166,2,0,,,5,345,0,
633043782133516338,Large bright superking room with private bathroom,175613563,Stephen,,Redland,51.47324,-2.61047,Private room,55,2,11,2022-08-28,2.84,2,317,11,
633073615415315008,Sleek & Stylish Bristol Getaway with Garden,460495682,Hugo,,Southville,51.4442,-2.60304,Entire home/apt,144,1,20,2022-09-16,5.45,1,291,20,
633236235262281148,"Beautiful Bristol Penthouse Apartment,bridge views",80856210,David,,Clifton,51.45248,-2.63414,Entire home/apt,250,2,0,,,2,0,0,
633734226673709011,Vintage Terraced town house home,25990570,Charles,,Cotham,51.4662,-2.60547,Entire home/apt,500,2,0,,,1,215,0,
633755044631037906,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45956,-2.5939,Private room,1570,2,0,,,60,201,0,
633755546860847416,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46099,-2.59292,Private room,1570,2,0,,,60,201,0,
633755891450791996,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.4589,-2.59388,Private room,1570,2,0,,,60,201,0,
633756285789337502,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46072,-2.59409,Private room,1570,2,0,,,60,201,0,
633757054304639574,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46049,-2.59335,Private room,1570,2,0,,,60,201,0,
633757558715854532,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45901,-2.5931,Private room,1570,2,0,,,60,201,0,
633757906000899613,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45914,-2.59432,Private room,1570,2,0,,,60,201,0,
633758332876256223,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45937,-2.59476,Private room,1570,2,0,,,60,201,0,
633758745189202166,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.4611,-2.59265,Private room,1570,2,0,,,60,201,0,
633759131048253141,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46076,-2.59388,Private room,1570,2,0,,,60,201,0,
633759581737701513,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46045,-2.59253,Private room,1570,2,0,,,60,201,0,
633759944018303343,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46089,-2.59314,Private room,1570,2,0,,,60,201,0,
633760333243637505,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45887,-2.59304,Private room,1570,2,0,,,60,201,0,
633760678107650027,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45953,-2.59248,Private room,1570,2,0,,,60,201,0,
633761016568152771,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46069,-2.59266,Private room,1570,2,0,,,60,201,0,
633761366558735134,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45923,-2.59267,Private room,1570,2,0,,,60,201,0,
633761714966390778,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45943,-2.59319,Private room,1570,2,0,,,60,201,0,
633762070645270230,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45946,-2.594,Private room,1570,2,0,,,60,201,0,
633762435966587296,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46031,-2.5942,Private room,1570,2,0,,,60,201,0,
633767627532754198,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.459,-2.59276,Private room,1570,2,0,,,60,201,0,
633767982268235629,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45879,-2.59449,Private room,1570,2,0,,,60,201,0,
633768639404369080,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46021,-2.59324,Private room,1570,2,0,,,60,201,0,
633768984590723533,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46114,-2.59297,Private room,1570,2,0,,,60,201,0,
633769342914010178,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.4595,-2.59389,Private room,1570,2,0,,,60,201,0,
633769689800264641,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46028,-2.59328,Private room,1570,2,0,,,60,201,0,
633770030600347734,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.4593,-2.59336,Private room,1570,2,0,,,60,201,0,
633770370835441660,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.45894,-2.59467,Private room,1570,2,0,,,60,201,0,
633771156201801885,•♦Student Only - Stylish Room in Bristol ♦•,129230780,STK Homes,,Central,51.46091,-2.593,Private room,1570,2,0,,,60,201,0,
633857039898343776,"Spacious 2 bed garden flat, off street parking.",41831331,Steve,,Redland,51.476921,-2.609005,Entire home/apt,121,2,10,2022-09-18,4.05,1,303,10,
634540659714633402,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45386,-2.599,Private room,1570,2,0,,,60,0,0,
634541007267779672,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45322,-2.60032,Private room,1570,2,0,,,60,0,0,
634541571862071326,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.4546,-2.60052,Private room,1570,2,0,,,60,0,0,
634542254506866178,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45513,-2.60089,Private room,1570,2,0,,,60,0,0,
634542933469620546,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45544,-2.60042,Private room,1570,2,0,,,60,0,0,
634543753083394877,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45333,-2.59887,Private room,1570,2,0,,,60,0,0,
634544445013406135,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45337,-2.59913,Private room,1570,2,0,,,60,0,0,
634545317612237630,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45542,-2.59963,Private room,1570,2,0,,,60,0,0,
634545948786704139,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.4549,-2.59977,Private room,1570,2,0,,,60,0,0,
634546591089040731,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45376,-2.59928,Private room,1570,2,0,,,60,0,0,
634547195179352453,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45403,-2.60035,Private room,1570,2,0,,,60,0,0,
634547737440359485,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45349,-2.6005,Private room,1570,2,0,,,60,0,0,
634548285412989013,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45481,-2.60114,Private room,1570,2,0,,,60,0,0,
634548823662215416,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45558,-2.59966,Private room,1570,2,0,,,60,0,0,
634549232236333101,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45404,-2.59903,Private room,1570,2,0,,,60,0,0,
634549624870803702,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45519,-2.60044,Private room,1570,2,0,,,60,0,0,
634550014399619933,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45324,-2.60113,Private room,1570,2,0,,,60,0,0,
634550433866167938,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45346,-2.59914,Private room,1570,2,0,,,60,0,0,
634550829296474229,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45386,-2.6007,Private room,1570,2,0,,,60,0,0,
634551205111623937,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45324,-2.6009,Private room,1570,2,0,,,60,0,0,
634551592699367868,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45529,-2.59923,Private room,1570,2,0,,,60,0,0,
634551973673071950,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45371,-2.59931,Private room,1570,2,0,,,60,0,0,
634552344562553570,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45328,-2.59942,Private room,1570,2,0,,,60,0,0,
634552707242050472,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45361,-2.59963,Private room,1570,2,0,,,60,0,0,
634553143242035375,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45551,-2.59917,Private room,1570,2,0,,,60,0,0,
634553835572428111,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45329,-2.59942,Private room,1570,2,0,,,60,0,0,
634554210919333940,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.45372,-2.5998,Private room,1570,2,0,,,60,0,0,
634554583719775841,•♦ Student Only - Modern Room close to City Center ♦•,129230780,STK Homes,,Central,51.4532,-2.60029,Private room,1570,2,0,,,60,0,0,
636030668369263505,Stylish 3/4 Bed Home In Bristol’s Coolest Quarter,5384773,Lisa,,Cotham,51.46497,-2.59563,Entire home/apt,475,2,4,2022-09-04,1.26,2,279,4,
636065018688117465,Prime Location! Detached Clifton Home with Parking,461208297,Stephen,,Clifton,51.45368,-2.62056,Entire home/apt,147,1,17,2022-09-09,4.68,1,315,17,
636549538137696386,Beautiful en-suite room with breakfast.,14505869,Sheilagh,,Bishopston & Ashley Down,51.478954,-2.586026,Private room,75,1,11,2022-09-19,3.00,2,347,11,
636712062723482598,"Exclusive Newly Refurbished 1-bed Apt,Bristol,UK",311765902,Lloyd,,Eastville,51.467072,-2.530919,Entire home/apt,96,2,7,2022-08-12,2.16,2,352,7,
636802409877399943,The Stylish Central Bristol Abode - Parking,152788806,Pass The Property,,Ashley,51.45978,-2.58476,Entire home/apt,316,2,13,2022-09-04,3.55,22,83,13,
636924309147635050,Stylish 3 Bedroom House Parking,152788806,Pass The Property,,Lockleaze,51.4841,-2.56894,Entire home/apt,193,2,8,2022-08-07,2.53,22,95,8,
637390306084489609,City Centre Home with Stunning Views,32366109,Sam,,Windmill Hill,51.43987,-2.59453,Private room,55,4,3,2022-08-24,2.14,1,131,3,
638175319135720785,Bright & Spacious Harbourside flat + Free Parking,71429708,Kay,,Hotwells & Harbourside,51.449935791139346,-2.6104205566223193,Entire home/apt,94,1,44,2022-09-18,12.82,1,217,44,
638240407629570016,Private room 5 with En-suite,450971057,Sasha,,St George Central,51.46368,-2.50895,Private room,60,1,3,2022-09-04,0.95,8,333,3,
638444945135176419,Private room 8 with en-suite,450971057,Sasha,,St George Central,51.46287,-2.50877,Private room,60,1,9,2022-09-18,2.87,8,360,9,
638450655711660393,Private room 10 with En-suite,450971057,Sasha,,St George Central,51.46301,-2.50854,Private room,60,1,10,2022-09-18,2.94,8,336,10,
638797326978300839,2 bedrooms available in lovely Redland home,175613563,Stephen,,Redland,51.47346,-2.60847,Private room,87,2,2,2022-09-11,1.28,2,317,2,
638833092324912791,Short Stay Bristol - Freeland Rear Apartment,90684209,Neil,,Eastville,51.47114,-2.55802,Entire home/apt,124,1,5,2022-09-06,1.58,17,354,5,
638870700924921190,Easton Coach House;stylish studio for two;wifi,396433533,Benjamin,,Easton,51.46487,-2.56119,Entire home/apt,119,2,3,2022-07-10,1.08,4,363,3,
639544484144493855,Gatton House - Sleeps 6 - BS2,236481623,Mairead,,Ashley,51.46785,-2.572376,Entire home/apt,184,2,11,2022-09-19,4.58,31,351,11,
639640043888724673,Bright room in St George,32475237,Sally,,St George West,51.45919,-2.55334,Private room,65,2,7,2022-09-19,1.93,1,0,7,
639727000195983167,Spacious 2-bed Georgian flat in Clifton,5335820,Charlotte,,Clifton,51.4525,-2.61219,Entire home/apt,149,1,7,2022-08-29,2.39,2,32,7,
640342817152318561,Beautiful 2 bed apartment in Redland near Clifton.,96325265,Host,,Clifton Down,51.46713,-2.60919,Entire home/apt,81,2,9,2022-09-05,3.03,3,19,9,
640960944523224480,Bright Bristol City Centre Apartment,462328893,Chris,,Cotham,51.46176061233267,-2.596906273016353,Entire home/apt,85,2,6,2022-08-28,1.89,2,9,6,
641877699163741564,"Beautiful Abode, Fast Wifi, Parking, Frenchay",246954088,Babatunde,,Frome Vale,51.49216,-2.5335,Entire home/apt,161,1,4,2022-07-31,1.24,5,355,4,
641879049522306709,"Superb Dwelling! Fast Wifi, Parking, Patchway",246954088,Babatunde,,Henbury & Brentry,51.53542,-2.58059,Entire home/apt,165,1,8,2022-09-19,3.24,5,358,8,
641879118477977798,"Cosy Top Floor Apartment, Fast Wifi, Filton Ave",246954088,Babatunde,,Lockleaze,51.50666,-2.56532,Entire home/apt,151,1,4,2022-08-21,1.58,5,186,4,
641935858206593464,"2 Bed flat near Old Market, Bristol City Centre",321850521,Udonna,,Lawrence Hill,51.46344,-2.56568,Entire home/apt,85,2,0,,,1,343,0,
642471531683621338,Single room in Bristol cottage,91115129,Linda,,Avonmouth & Lawrence Weston,51.48675,-2.67818,Private room,38,1,13,2022-09-18,3.79,1,62,13,
642569340714582183,"Double room, Hanham, 4 miles from city centre",29914328,Luke,,St George Troopers Hill,51.45335,-2.5015,Private room,44,3,3,2022-07-22,0.93,1,77,3,
