id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
70820,City View - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43994,-2.59173,Private room,42,3,178,2022-09-10,1.64,5,1,18,
117122,City Centre-Waterside Retreat,591555,Marcus,,Clifton,51.45051,-2.61054,Private room,96,1,166,2022-08-14,1.22,1,324,15,
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,,Bedminster,51.44101,-2.60121,Private room,32,5,39,2020-08-28,0.33,1,41,0,
307634,"'The Sunset Room' Peaceful, Clear Home",1582810,Wendy,,Easton,51.46641,-2.55533,Private room,36,5,30,2022-08-14,0.46,2,155,9,
341227,Listed Georgian house in the heart of Bristol.,237360,Samantha,,Ashley,51.46661,-2.58709,Entire home/apt,571,2,108,2022-06-19,0.85,1,357,16,
390781,"Cosy large room nr TV studios, Paintworks & stores",1954565,Fiona,,Brislington West,51.44429,-2.55777,Private room,35,2,50,2022-09-03,0.39,2,0,9,
392215,"home from home, large double, light",1961385,Bea,,Brislington East,51.44177,-2.53744,Private room,19,90,25,2019-12-08,0.20,2,140,0,
399681,Historic Trym House - five star!,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49508,-2.61715,Private room,80,2,91,2022-08-30,0.73,1,17,18,
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,,Ashley,51.46941,-2.58166,Entire home/apt,93,2,306,2022-08-20,2.42,1,335,42,
421205,Your Bristol weekend hideaway,2094659,Lis,,Ashley,51.46547,-2.58458,Private room,35,1,185,2022-08-22,1.49,1,329,18,
422956,Modern inner city 3 bed eco house,2103297,Lois,,Redland,51.47331,-2.60598,Entire home/apt,205,2,386,2022-09-18,3.05,2,311,39,
554813,Central Double Room With Your Own Bathroom,2727252,Rich & Ray,,Lawrence Hill,51.45591,-2.57803,Private room,69,1,225,2022-07-28,1.81,1,22,35,
753655,Edwardian house in central Bristol,3647954,Cath,,Southville,51.44553,-2.60413,Private room,63,2,288,2022-09-11,2.43,3,319,17,
758894,"Clifton Village, superfast internet, car permits",3996407,Joanna,,Clifton,51.45524,-2.62168,Entire home/apt,124,3,440,2022-09-15,3.67,1,318,30,
832235,Luxury Double En Suite Bedroom,4356624,Claire,,Southville,51.44201,-2.61939,Private room,68,1,98,2022-09-05,1.09,1,281,3,
868888,Large double room with breakfast,4577089,Rohan,,Eastville,51.47305,-2.54617,Private room,30,7,9,2020-03-01,0.16,2,294,0,
870076,Cosy Single Bedroom in Southville,3647954,Cath,,Southville,51.44593,-2.60309,Private room,46,1,160,2022-01-16,1.37,3,244,1,
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,,Redland,51.47513,-2.60474,Entire home/apt,145,2,312,2022-09-18,2.78,2,312,45,
975170,Double room in quiet LGBTQIA+ friendly home,5332833,Ashley,,Eastville,51.48256,-2.5546,Private room,32,3,99,2022-04-02,0.86,2,0,1,
995235,Clifton Towers Bristol B and B,5466703,Marie,,Clifton,51.45308,-2.61544,Private room,60,1,348,2022-09-10,3.22,1,272,48,
1033484,Tranquil Room near City Centre,5687726,Joanne,,Ashley,51.46307,-2.57982,Private room,39,2,347,2022-08-19,3.02,2,53,31,
1096853,"Lovely quiet, clean, Double Bed+Single, with tv",487598,Maggie,,Easton,51.46907,-2.56077,Private room,42,2,484,2022-09-01,4.27,3,0,60,
1096947,"Lovely quiet, clean, cosy room, Double Bed, tv",487598,Maggie,,Easton,51.46821,-2.56019,Private room,40,2,416,2022-09-05,3.68,3,0,35,
1166104,Private room in ‘Garden Square' Georgian townhouse,6386989,Anne + Iain,,Clifton,51.45169,-2.62087,Private room,35,7,78,2022-08-27,0.69,2,154,6,
1180148,"Beautiful big, quiet room w/ luxe bed + desk",6456324,Gavin,,Knowle,51.43859,-2.56536,Private room,52,2,30,2022-07-31,0.26,2,326,8,
1182074,"Twin/Super King size bed, Shirehampton, Bristol",6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48503,-2.67242,Private room,31,1,21,2022-09-18,0.64,2,303,4,
1260621,Quiet Double With Ensuite In An Old Jeweller Shop,6865698,Kirsty,,Ashley,51.46465,-2.58947,Private room,40,5,248,2022-09-05,2.32,3,8,28,
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,,Lawrence Hill,51.45952,-2.57379,Private room,42,3,219,2022-09-09,1.97,1,111,15,
1337681,Stylish Family Home in Amazing Location,7254449,Tamsin,,Stoke Bishop,51.47366,-2.63905,Entire home/apt,600,7,19,2022-08-22,0.17,1,268,2,
1457693,Cosy single room with breakfast,4577089,Rohan,,Eastville,51.47371,-2.54602,Private room,25,20,15,2020-11-15,0.14,2,264,0,
1524396,Woodburner - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43993,-2.59185,Private room,40,1,157,2022-08-26,1.43,5,0,11,
1536968,Blanket Box - Sarah's large Room,360195,Sarah,,Windmill Hill,51.44049,-2.5922,Private room,40,2,112,2022-06-19,1.29,5,0,4,
1623879,Homestay - Single Room in Bristol,8635028,John,,Henbury & Brentry,51.51255,-2.60012,Private room,24,3,175,2022-09-17,1.60,1,328,31,
1906645,"Sunny, stylish home-great location- Free Parking",9487977,Abi,,Cotham,51.46669,-2.59684,Entire home/apt,100,5,50,2021-12-31,0.67,1,14,2,
2006472,Large Double Room Close to Centre,10328734,Patrick,,Southville,51.44483,-2.60435,Private room,52,1,332,2022-09-15,3.14,1,0,44,
2028961,Single room in quiet LGBTQ friendly home,5332833,Ashley,,Eastville,51.48289,-2.55452,Private room,27,3,81,2021-11-21,0.77,2,0,7,
2164660,Lovely light attic room,5905890,Stella,,Easton,51.46988,-2.56336,Private room,36,1,203,2022-09-19,1.99,1,160,5,
2235568,A Cool Place in Montpelier !,11413122,Tony,,Ashley,51.46774,-2.58777,Private room,43,3,318,2022-09-18,3.07,3,89,35,
2446524,A home away from home!,12510269,Namrata,,Clifton,51.46097,-2.62344,Private room,35,1,17,2020-10-20,0.28,2,204,0,
2523293,A stay in a home from home!,12510269,Namrata,,Clifton,51.46098,-2.62405,Private room,32,1,133,2022-08-24,1.31,2,89,9,
2548956,"Huge, bright, spacious double room",13019736,Jody,,Southmead,51.50372,-2.59014,Private room,37,1,352,2022-09-14,5.16,2,13,68,
2655363,Comfortable home in central Bristol,3647954,Cath,,Southville,51.4463,-2.60346,Entire home/apt,80,2,9,2021-08-10,0.34,3,0,0,
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,,Ashley,51.46545,-2.58329,Entire home/apt,36,2,71,2022-04-20,0.70,1,0,8,
2819807,Small bright room in Clifton,14425470,Nuccia,,Clifton,51.45851,-2.62321,Private room,29,2,299,2020-03-12,2.95,1,0,0,
3365141,Quiet + large ensuite double room,7588995,Michael And Olivia,,Ashley,51.46816,-2.58244,Private room,50,1,392,2022-09-18,3.90,1,356,47,
3457246,lovely single room in quiet house,17422981,Kath,,Stockwood,51.41205,-2.55552,Private room,20,90,35,2020-12-31,0.35,1,96,0,
3457570,"Thyme Lodge, cabin in the garden",1961385,Bea,,Brislington East,51.44177,-2.53744,Entire home/apt,69,60,23,2019-09-03,0.24,2,110,0,
3468287,Double-bedroom to rent near city centre,17474076,Monica,,Lawrence Hill,51.46052,-2.56626,Private room,25,31,90,2022-06-18,1.05,2,249,2,
3490531,modern Clifton Town House,650181,Jeremy,,Clifton Down,51.46692,-2.60854,Private room,53,5,23,2022-04-01,0.23,2,82,7,
3490779,"Lovely quiet, clean room, Double Bed, tv",487598,Maggie,,Easton,51.46796,-2.56088,Private room,45,2,375,2022-08-12,3.75,3,4,56,
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,,Clifton Down,51.46653,-2.61032,Entire home/apt,92,5,93,2022-08-29,0.95,1,38,13,
3766960,✓Walk Score 78✓6 Parking✓Garden✓King Bed✓Sun Patio,19298185,Roz,,Brislington West,51.43744,-2.55731,Entire home/apt,225,3,114,2022-08-31,1.35,1,237,40,
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,,Southville,51.44525,-2.60523,Private room,38,2,200,2022-09-08,2.06,1,74,35,
3879902,Tranquil Double Room near City Centre,5687726,Joanne,,Lawrence Hill,51.46306,-2.57796,Private room,54,2,166,2022-08-16,1.68,2,284,25,
3906876,Luxury Harbour Side Apartment,20235167,Robert,,Hotwells & Harbourside,51.44923,-2.60908,Entire home/apt,257,7,43,2022-09-07,0.45,1,364,3,
3960179,FABULOUS!!!,20522861,Peter,,Avonmouth & Lawrence Weston,51.49699,-2.6466,Entire home/apt,169,7,1,2016-04-27,0.01,2,90,0,
3975847,"Victorian house, room with double bed and en suite",20605126,Val,,Clifton Down,51.47077,-2.61189,Private room,65,1,113,2022-09-05,1.60,2,3,29,
4035668,Double room  in Clifton overlooking the Downs,4147725,Toby,,Stoke Bishop,51.46677,-2.62052,Private room,60,7,18,2022-09-04,1.28,1,6,15,
4086139,"Beautiful room and bathroom, central location",21194896,Sue,,Cotham,51.46225,-2.59804,Private room,60,2,668,2022-09-05,6.83,1,49,41,
4249808,Georgian 1 bedroom House in Totterdown,22052738,Alicja,,Windmill Hill,51.44431,-2.58133,Entire home/apt,100,2,16,2022-08-31,0.43,1,12,4,
4315598,Amazing location  Heart of Bristol,7607380,Jerry And Jacqui,,Hotwells & Harbourside,51.44695,-2.6032,Private room,75,2,345,2022-09-04,3.58,2,355,16,
4466441,A piece of country in the city!,9253023,Suzan,,Eastville,51.47924,-2.54673,Private room,30,1,96,2022-04-30,1.01,1,22,3,
4521395,"Tranquil studio flat, easy access central Bristol",23421319,Ian,,Brislington East,51.45166,-2.54502,Entire home/apt,63,2,124,2022-08-25,1.33,1,79,9,
4531411,"Hill-top house with piano, near park, Sleeps 1-3",23494368,Charlotte,,Windmill Hill,51.43913,-2.59187,Private room,45,4,192,2019-11-09,2.02,1,5,0,
4543852,Cosy Eco-Cabin with lake views,23560849,Ruby,,Eastville,51.47682,-2.55623,Entire home/apt,75,1,424,2021-11-15,4.43,2,0,7,
4570407,Private room with private bathroom.,5092392,Lydia,,Ashley,51.46166,-2.58571,Private room,60,2,34,2022-09-18,0.39,1,78,3,
4737141,Colourful 3-4 Bed Victorian Cottage + Sunny Garden,17888739,Paul,,St George Troopers Hill,51.44812,-2.5119,Entire home/apt,121,3,68,2022-09-05,0.92,1,240,12,
5027387,Franks Place,24770635,Kerry,,Stoke Bishop,51.47473,-2.62571,Entire home/apt,132,2,132,2022-08-26,1.41,1,224,24,
5032287,"Newly extended, Victorian 2bed in Greenbank w/loft",9698026,Danielle,,Eastville,51.4685,-2.55607,Entire home/apt,115,5,36,2022-04-19,0.42,1,0,1,
5267860,"Central Bristol - A lovely, homely garden flat",27267193,Catherine,,Redland,51.4697,-2.59458,Entire home/apt,80,2,205,2022-09-14,2.74,1,330,48,
5295347,Gorgeous flat in Heart of Clifton,19389644,Jules,,Clifton Down,51.45888,-2.61033,Entire home/apt,96,1,367,2022-08-29,4.01,1,323,4,
5393069,Two bed flat Clifton+Balcony+Parkng,27954975,Johnie,,Clifton Down,51.4583,-2.60922,Entire home/apt,94,2,401,2022-09-05,4.46,3,326,42,
5496194,Sunny room in happy house,3309796,Becky & Rachel,,Lawrence Hill,51.46531,-2.56697,Private room,42,1,277,2022-09-07,3.01,1,1,44,
5566863,Family home in central Bristol,25648545,Rob,,Redland,51.47278,-2.59713,Entire home/apt,200,3,16,2022-07-18,0.20,1,266,2,
5613882,one double room,10368086,Sara,,Cotham,51.47158,-2.6111,Private room,90,1,61,2022-09-20,0.81,2,83,10,
5649344,Double room with amazing city views in family home,29271997,Katy,,Knowle,51.43865,-2.57297,Private room,55,2,25,2020-02-29,0.45,1,0,0,
5746443,BRISTOL D/Room Heated Pool &Hot Tub,29806451,Heather,,St George Troopers Hill,51.44459,-2.50346,Private room,50,2,50,2018-04-12,0.58,1,0,0,
5752786,4poster bed on buzzy Bristol road,29674675,Prue,,Redland,51.47619,-2.59096,Private room,42,1,277,2022-09-14,3.07,2,247,55,
5890872,"Private cosy flat, free road parking and garden",25846068,Liz And James,,Windmill Hill,51.43808,-2.59473,Entire home/apt,63,2,335,2022-09-19,3.70,1,306,57,
6127021,Large Light & airy ensuite room (private bathroom),13093021,Katie,,Central,51.4624,-2.60707,Private room,51,5,43,2022-08-19,0.49,3,176,8,
6307289,Large en-suite just off high street,4656507,Travis,,Redland,51.47087,-2.59366,Private room,42,45,9,2016-09-18,0.10,1,79,0,
6362232,Skyline view. Parking ensuite. kitchenette. B'fast,21295528,Helen,,Southville,51.44166,-2.6081,Private room,69,2,591,2022-09-10,6.69,2,232,32,
6376019,Double room with private lounge and bathroom,5100050,Andy,,Ashley,51.46378,-2.58375,Private room,54,2,43,2022-08-17,0.48,1,249,6,
6388411,City centre 2 dbl bedroom & garden.,2914982,Syadid,,Lawrence Hill,51.45715,-2.58266,Entire home/apt,110,3,276,2022-09-06,3.11,1,330,54,
6399904,Lovely Double Room in Southville,27540782,Sophia,,Southville,51.4444,-2.60854,Private room,39,30,26,2021-07-03,0.29,3,109,0,
6406525,Large 2 bed 2 bath central sunny house,13685989,Juliet,,Redland,51.47295,-2.5931,Entire home/apt,250,5,18,2020-09-19,0.20,2,358,0,
6568875,Spacious 2 bed in the heart of Bristol,21160367,Sophie,,Clifton,51.45017,-2.62164,Entire home/apt,85,10,153,2022-06-26,1.72,2,274,9,
6654903,City centre double: with river views + breakfast,33952114,Mark And Corinne,,Hotwells & Harbourside,51.44693,-2.60373,Private room,59,2,89,2022-09-05,2.02,2,169,12,
6686556,Victorian 3 bedroom within easy reach of the city,6674235,Adam,,Brislington West,51.43704,-2.55269,Entire home/apt,230,2,18,2022-06-19,1.25,1,346,4,
6818070,2 DoubleBed Flat in Victorian home,29944566,Susie,,Ashley,51.47004,-2.5815,Entire home/apt,114,1,64,2016-12-11,0.74,1,232,0,
6874942,Garden Flat near Whiteladies Road with Parking,12329887,Sarah & Mark,,Clifton Down,51.46635,-2.61155,Entire home/apt,95,2,463,2022-09-20,5.24,1,179,67,
7126385,Lovely double room in family home,13093021,Katie,,Central,51.46088,-2.6071,Private room,49,5,43,2022-07-16,0.55,3,186,9,
7141508,Very Unique Bristol Harbour Apartment and Parking!,37400137,Angela,,Hotwells & Harbourside,51.45034,-2.60618,Entire home/apt,129,4,114,2022-08-03,1.31,1,236,19,
7159559,1 bed apartment - Central Bristol,37494463,Scarlett,,Lawrence Hill,51.45663,-2.58261,Entire home/apt,60,1,439,2022-09-04,5.11,1,298,100,
7333434,Charming and Light Victorian House,37134676,Sally,,St George West,51.4604,-2.55036,Entire home/apt,90,2,189,2022-09-11,2.17,1,11,21,
7366399,Beautiful large Victorian family home by park,14410812,Peter,,Ashley,51.47314,-2.5868,Entire home/apt,350,4,15,2022-09-05,0.17,2,143,2,
7409409,Cosy double bed near center,38822661,Joe,,Windmill Hill,51.43882,-2.59344,Private room,30,14,6,2022-02-21,0.07,1,45,1,
7497439,⭐️Beautiful Studio Flat On Gloucester Road⭐️,18982276,Ruby,,Redland,51.4727,-2.59146,Entire home/apt,115,2,25,2019-08-13,0.29,1,185,0,
7591680,"Calm and lovely, near city centre",15930299,Simon,,Cotham,51.4637,-2.59529,Private room,30,7,13,2021-06-12,0.15,1,298,0,
7592135,Clifton Stylish 1 Bed & Parkng,35535415,Sally,,Clifton,51.45221,-2.6173,Entire home/apt,123,2,61,2022-09-07,0.70,1,147,13,
7658429,"Spacious loft room with ensuite, near Glos Rd",2551790,Sam,,Horfield,51.4887,-2.58428,Private room,43,2,148,2022-09-09,1.71,1,37,4,
7738952,Harbourside location - Private double room,5063443,Joanna And Glyn,,Hotwells & Harbourside,51.44845,-2.61649,Private room,65,2,294,2022-08-14,3.39,1,0,1,
7746625,Period family friendly home,40719797,Victoria,,Redland,51.47752329999999,-2.6063242,Entire home/apt,178,5,2,2022-09-02,1.54,1,27,2,
7784124,Coach House in Clifton Village,40952905,Cathy,,Clifton,51.45761,-2.61821,Entire home/apt,71,7,108,2022-08-16,1.25,1,288,12,
7824532,Four poster bed in a friendly family home.,6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48589,-2.67212,Private room,31,1,34,2022-09-16,1.29,2,318,12,
7883245,Double room in excellent Clifton location,37533889,Sarah,,Clifton Down,51.45745,-2.60951,Private room,57,2,84,2022-06-18,0.98,2,106,14,
7883328,Cosy apartment near Clifton Village,41554814,Slim,,Clifton,51.45133,-2.61932,Private room,35,2,79,2022-09-02,0.92,1,50,6,
7885259,Cozy bedroom in Bristol,39325453,Bonnie,,Frome Vale,51.49889,-2.50592,Private room,44,1,46,2022-09-09,0.54,1,345,8,
7900542,Spacious room in Victorian house,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47926,-2.58416,Private room,61,1,215,2022-08-28,2.51,2,61,33,
7909436,Bristol self-catering studio+kitchen+parking,11877178,Jaya,,Knowle,51.43094,-2.56538,Entire home/apt,60,2,397,2022-09-01,4.68,1,330,43,
8025707,Quiet en-suite Attic Room with blackout blinds,40009065,Lin & Jim,,Bishopston & Ashley Down,51.48012,-2.585,Private room,46,1,234,2022-09-01,2.73,2,123,48,
8097937,"Lovely, sunny, double room",18833150,Andrew,,Redland,51.47828,-2.59379,Private room,35,1,383,2020-03-15,4.48,1,0,0,
8142384,Charming loft room with own shower,41369557,Jonathan,,Ashley,51.46985,-2.58821,Private room,45,2,1,2015-09-05,0.01,1,262,0,
8161251,A lovely kingsize room in Horfield,39471780,Daniel  & Jess,,Horfield,51.49404,-2.57874,Private room,51,1,117,2022-09-18,1.37,1,177,17,
8387021,Lovely light and airy double room,17474076,Monica,,Lawrence Hill,51.461,-2.56627,Private room,26,300,41,2020-02-10,0.48,2,342,0,
8423341,Sunny Twin - Patchway/Aztec West/ Cribbs Causeway,44359638,Julie,,Henbury & Brentry,51.5318,-2.57787,Private room,35,3,28,2022-07-29,0.35,2,330,6,
8529713,"Stunning House, Amazing Views, Kid Friendly",7862664,James,,Ashley,51.46905,-2.5859,Entire home/apt,200,6,16,2022-08-12,0.19,1,40,1,
8544115,South Bristol - Bright Loft Space,44979965,Chris,,Bedminster,51.43263,-2.62532,Private room,55,1,172,2019-11-17,2.03,2,113,0,
8578293,"City View, Woodburner or Blanket Box room.",360195,Sarah,,Windmill Hill,51.44024,-2.59174,Private room,41,3,79,2022-08-17,0.93,5,5,20,
8776062,"Single, warm, cosy, inviting bedroom",46005110,Liza,,Brislington East,51.45298,-2.54437,Private room,60,5,29,2022-08-31,0.36,1,360,10,
8853045,"Bright, clean double room, central in vibrant area",46354944,Julie,,Bedminster,51.43769,-2.61332,Private room,45,1,187,2022-08-20,2.31,1,0,23,
8862690,Garden View Double Room in Southville,27540782,Sophia,,Southville,51.44463,-2.60799,Private room,38,3,9,2018-10-18,0.12,3,0,0,
8967035,Cosy apartment close to city centre,46861775,Kath And Hamish,,Knowle,51.43207,-2.56314,Entire home/apt,55,2,153,2022-09-04,1.83,1,255,23,
9271329,Beautiful Converted Chapel,9695611,Katina,,Ashley,51.46488,-2.58804,Entire home/apt,120,3,38,2022-07-18,0.45,1,10,4,
9311416,Quiet room overlooking garden & park,32885609,Jill,,Southmead,51.50014,-2.60741,Private room,27,1,103,2022-09-18,1.32,1,0,18,
9345415,Relaxing room in Easton,43412115,Paul,,Easton,51.46584,-2.56236,Private room,31,2,104,2022-08-23,1.25,1,29,7,
9399571,Holiday House in Clifton Bristol UK,48697404,Joanna,,Clifton Down,51.4674,-2.61295,Entire home/apt,179,2,110,2022-09-05,1.35,1,350,1,
9408981,"Double loft room, Bristol",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.4929,-2.61328,Private room,40,1,317,2022-09-20,3.80,2,308,79,
9521652,"Studio,  Old City Centre",27954975,Johnie,,Central,51.4544,-2.59404,Entire home/apt,78,2,319,2022-09-01,3.94,3,316,54,
9559959,Cosy courtyard studio near Bristol Harbourside,43800815,Angela,,Southville,51.44177,-2.59967,Entire home/apt,75,1,598,2022-09-05,9.17,3,22,153,
9598461,Welsh Back – In the Bristol's heart,34880118,Giuseppe,,Central,51.45141,-2.59257,Private room,47,90,4,2018-06-17,0.05,1,52,0,
9703291,Private Room near Temple Meads,23713368,Harry,,Lawrence Hill,51.45393,-2.57775,Private room,48,2,49,2018-07-23,0.75,1,263,0,
9751748,"Second Double Loft, Bristol.",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.49518,-2.61122,Private room,36,1,9,2022-09-04,0.11,2,249,3,
9899518,"Guest suite. Double bed, free parking, nr. Clifton",130292748,Margaret,,Stoke Bishop,51.47149,-2.63838,Entire home/apt,75,3,131,2022-09-05,1.60,1,88,19,
9905613,Super Comfortable Double Bedroom in Redland,19047046,Maria,,Cotham,51.46908,-2.6081,Private room,61,1,142,2022-09-18,2.89,1,147,54,
9994005,"Amazing Bedsit off Glouc Rd, breakfast & bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48624,-2.58871,Private room,50,2,113,2022-09-18,1.40,3,159,24,
10037896,Lovely quiet double room great location Bristol,49422895,Sarah,,Frome Vale,51.49946,-2.49482,Private room,43,1,79,2022-08-12,1.05,1,361,11,
10084839,Beautiful victorian family house - free parking,17045922,Martin,,Ashley,51.47397,-2.58652,Entire home/apt,300,5,23,2021-08-28,0.31,1,115,0,
10226253,Double bed & sofa bed in friendly home,43414173,Jud,,Lawrence Hill,51.46695,-2.56771,Private room,38,1,47,2017-04-17,0.58,1,137,0,
10261054,"Beautiful, period flat in Clifton",15191883,Pablo,,Clifton,51.45487,-2.61374,Entire home/apt,94,21,50,2022-09-01,0.65,1,243,6,
10267156,"Cosy Single room nr Gloucester Rd, share bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48522,-2.58819,Private room,45,2,86,2022-09-17,1.07,3,344,16,
10268339,Cosy Single - Patchway/AztecWest/Cribbs Causeway,44359638,Julie,,Henbury & Brentry,51.53246,-2.57973,Private room,33,2,83,2022-06-14,1.02,2,311,10,
10338400,Lovely 2 Double Bedroom Garden Flat,53204091,Jo,,Cotham,51.46919,-2.60552,Entire home/apt,110,3,139,2022-09-05,1.71,1,28,31,
10359619,Greenditch Farm Cottage (B&B),33146301,Gina,,Hartcliffe & Withywood,51.40573,-2.65182,Entire home/apt,98,2,93,2022-09-04,1.15,1,326,39,
10479975,Lovely 1-bedroom flat in the heart of the city,53958074,Amy,,Central,51.4553343,-2.6002861,Entire home/apt,105,3,3,2022-09-18,3,1,333,3,
10543590,Simple Room in Speedwell close to the park.,1955449,Laura,,Hillfields,51.46766,-2.52343,Private room,20,1,1,2022-08-13,0.75,1,157,1,
10576200,Stylish apartment with the best view in Bristol,54559330,Sam,,Ashley,51.47166,-2.58064,Entire home/apt,118,2,54,2022-09-05,1.23,2,94,10,
10594168,"Large double in modern house,free onstreet parking",50545784,Andrea,,Horfield,51.50298,-2.57991,Private room,65,3,75,2022-09-16,1.09,3,356,6,
10670402,Studio apartment over detached double garage.,52557181,David,,Avonmouth & Lawrence Weston,51.49493,-2.63919,Entire home/apt,63,2,35,2020-04-05,0.46,1,0,0,
11039548,Comfortable family Victorian home.,13605217,Sarah,,St George West,51.4588,-2.54615,Private room,28,1,18,2016-10-24,0.23,1,241,0,
11086498,Totterdown double room near Temple Mead's Station,7852250,Tim,,Windmill Hill,51.44431,-2.58044,Private room,63,2,86,2022-08-11,1.08,2,308,18,
11129281,Home from Home Spacious Sunny Flat,3628003,Miltos,,Redland,51.47588,-2.60838,Entire home/apt,150,1,109,2022-08-07,1.36,2,0,17,
11237429,"Central , quiet double room with own bathroom",9447591,Alia,,Knowle,51.43414667848515,-2.5834165576721113,Private room,75,3,0,,,1,294,0,
11255331,4th floor contemporary apartment,58731668,Briony,,Central,51.46104,-2.60168,Entire home/apt,75,2,136,2022-09-14,1.73,1,112,35,
11264516,Clifton - Georgian townhouse for up to 9 guests,6386989,Anne + Iain,,Clifton,51.45139,-2.62042,Entire home/apt,425,3,29,2022-08-07,0.38,2,8,3,
11311871,"Entire garden flat, Clifton, with parking",20787677,Candia,,Clifton,51.45319,-2.61554,Entire home/apt,113,3,188,2022-09-05,2.36,1,105,15,
11395576,Double bedroom with ensuite bath,33801004,Jessica,,Bedminster,51.44094,-2.60298,Private room,35,100,29,2017-04-13,0.36,1,63,0,
11451676,Bohemian Georgian Luxury in Centre,18414383,Jess,,Hotwells & Harbourside,51.45382,-2.60406,Private room,82,4,33,2018-06-29,0.41,2,82,0,
11515357,Cottage in Clifton Village,14130227,Anita,,Clifton,51.45452,-2.62392,Entire home/apt,209,3,117,2021-12-21,1.50,1,0,10,
11518739,"Small room in Clifton Mews house, Free Parking",58067723,Nicki,,Clifton,51.45798,-2.62536,Private room,44,1,87,2022-02-27,1.10,1,0,8,
11529140,Spacious room in Southville,60676521,Sharon,,Southville,51.44268,-2.60575,Private room,51,3,222,2022-09-17,2.80,2,343,24,
11545539,"Gold Room. Compact Double, kitchenette & Desk.",31999039,Anita,,Easton,51.46799,-2.56606,Private room,42,2,48,2022-08-15,0.61,2,294,26,
11620357,Stunning apartment in great location,61538404,Lindon,,Cotham,51.46514,-2.60184,Entire home/apt,123,4,51,2022-08-20,0.75,2,161,13,
11655698,"Rear Garden View, Large Bedroom with King Size Bed",53473700,Jon,,Brislington West,51.43775,-2.55833,Private room,34,4,41,2019-09-04,0.52,1,180,0,
11676391,"Rustic, light and spacious double room in Easton",29264344,Sarah,,Easton,51.46346,-2.562,Private room,31,2,22,2020-02-28,0.50,4,0,0,
11676688,Large light and homely master bedroom in Easton,29264344,Sarah,,Lawrence Hill,51.46229,-2.56372,Private room,29,2,34,2020-03-24,0.43,4,0,0,
11720290,Cosy large light double room in Easton,29264344,Sarah,,Easton,51.46389,-2.56261,Private room,29,2,51,2020-03-16,0.65,4,0,0,
11864632,Comfortable and Clean Flat - Great Location,10680012,Cath,,Ashley,51.47112,-2.59131,Entire home/apt,88,1,767,2022-09-20,10.00,1,321,150,
11870221,Beautiful Georgian apartment in Clifton village,63283559,Joanna,,Clifton,51.45392,-2.62261,Entire home/apt,155,4,47,2022-08-29,0.63,1,8,3,
11901776,"Unique Converted Warehouse Flat, Central Bristol",48064237,Chris,,Lawrence Hill,51.45845,-2.57852,Entire home/apt,186,2,222,2022-09-11,3.44,1,56,9,
12124943,"Southville, Bristol - beautiful large double room",60676521,Sharon,,Southville,51.44429,-2.60625,Private room,52,3,166,2022-09-13,2.21,2,93,12,
12187361,2 Bedroom House 10 mins from the centre. St Judes,65499435,Brett,,Lawrence Hill,51.45941,-2.57554,Entire home/apt,111,1,447,2022-09-01,5.69,2,301,69,
12247664,Large double room in prime location,14410812,Peter,,Bishopston & Ashley Down,51.475,-2.58646,Private room,200,2,3,2022-03-20,0.04,2,0,1,
12343517,"1 Bed Apartment, Free Parking, Near Clifton",3234189,Conrad,,Stoke Bishop,51.4745,-2.6375,Entire home/apt,76,28,25,2019-03-11,0.32,1,0,0,
12421850,Cleyro Apartments - Finzels Reach 2 Bedroom Deluxe,60611927,Marianna,,Central,51.4539,-2.58762,Entire home/apt,189,1,30,2022-04-24,0.38,3,287,1,
12422528,Cleyro Apartments - Finzels Reach 2 Bed Superior,60611927,Marianna,,Central,51.45389,-2.58702,Entire home/apt,209,1,66,2022-08-26,0.85,3,355,8,
12760146,"A stop for Aztec West, Rolls Royce, Airbus",519823,Edan,,Henbury & Brentry,51.52787,-2.57461,Private room,53,2,99,2022-08-14,1.31,1,178,12,
12828793,Two double rooms with kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44042,-2.57154,Entire home/apt,116,1,311,2022-09-10,4.00,2,77,51,
